username,created_at,full_text,cleaned_text,create_at
athanasiusadhi,2025-01-01 11:34:01,"klo dibuat lucu²an, anaknya dikasih makan siang gratis, giliran emak bapaknya kena kenaikan ppn jadi 12%",klo buat lucu an anak kasih makan siang gratis gilir emak bapak kena naik ppn jadi 12,
bigbangbrother,2025-01-01 11:34:01,PPN 12% yg usul PDIP tapi yg sewot PDIP. Lawak PDIP supaya Seolah Pahlawan . Kocak nih. Busuk Busuk,ppn 12 usul pdip yang sewot pdip lawak pdip olah pahlawan kocak nih busuk busuk,
cgubkoko,2025-01-01 11:34:01,bener bang.. gak abis mikir ya .kok berani ya sentuh ppn yg udah Dari zaman orba gk pernah naik ?? ppn itu kan udah fixed tax Dan klo dinaikan udah pasti dpat perlawannan rakyat ? SE over confident itu sampai naikin pajak ppn ??? blunder atau udah bener2 miskin kli Karna banyak utang n,bener bang tidak habis mikir kok berani sentuh ppn udah zaman orba pernah naik ppn kan udah fixed tax klo naik udah dpat perlawannan rakyat se over confident sampai naikin pajak ppn blunder udah bener2 miskin kli banyak utang n,
shineoryne,2025-01-01 11:34:01,"gini y buat yg blm paham, lu beli indomie atau gorengan dipikir ga bakal kena ppn?, bahan2 nya dari pabrik kayak tepung terus dari distribusinya, itu semua udh kena ppn duluan.. ,akibat nya apa? pabrik tepung nya ya naikin harga tepungnya.. otomatis pabrik indomie naikin harga juga.. ujung2nya Elu beli indomie naik juga harganya.. ,klo mereka engga naikin harga, ya phk masal di pabrik2 tsb buat nurunin pengeluaran..",gin y buat blm paham lu beli indomie goreng pikir tidak bakal kena ppn bahan2 nya pabrik kayak tepung terus distribusi semua udah kena ppn duluan akibat nya apa pabrik tepung nya naikin harga tepung otomatis pabrik indomie naikin harga ujung2nya kamu beli indomie naik harga klo engga naikin harga phk masal pabrik2 tsb buat nurunin keluar,
erlanmartinkurniawan,2025-01-01 11:34:01,"gua barusan beli sabun mandi,cuci di mini market eh busset liat struk PPN naik ternyata ,Lo di kadalin negara pada🤣",barusan beli sabun mandi cuci mini market eh busset liat struk ppn naik nyata kamu kadalin negara,
dragonskater1960,2025-01-01 11:34:01,"PAJAK 100 ORANG TERKAYA NEGARA❌,PAJAK WARISAN DIATAS 100 M❌,NAIKIN PAJAK KARBON❌,NAIKIN PPN ✅",pajak 100 orang kaya negara pajak waris atas 100 m naikin pajak karbon naikin ppn,
joefrizko,2025-01-01 11:34:01,udah yg paling bener utak atik pph. jangan ppn. pph itu paling adil. ppn itu pukul rata.,udah paling bener utak atik pajak_penghasilan jangan ppn pajak_penghasilan paling adil ppn pukul rata,
m_rizki_r,2025-01-01 11:34:01,bahasanya belibet : ppn itu berlipat2 pada barang u/ sampe ke konsumen.,bahasa belibet ppn berlipat2 barang u sampe konsumen,
thomas.simatupang,2025-01-01 11:34:01,"Yang pd gak ngerti PPN nyimak aja gk usah komen2 gak bener. Gak usah jg terlalu dibesar2kan dan dibuat heboh. Intinya tarif sblm nya 11% skrg 12%, naiknya 1% doang. Udah itu aja..",pd tidak ngerti ppn nyimak aja usah komen2 tidak bener tidak usah jg terlalu dibesar2kan buat heboh inti tarif sblm nya 11 skrg 12 naik 1 doang udah aja,
zombisaurus,2025-01-01 11:34:01,"makan ga bayar,rumah sakit ga bayar,tapi buat bayar ni orang kemahalan,itulah guna ppn",makan tidak bayar rumah sakit tidak bayar buat bayar ni orang mahal guna ppn,
adharbenny,2025-01-01 11:34:01,"setiap transaksi jual beli ada pajaknya, Pajak Pertambahan Nilai PPN yg tadinya bertahan lama di 10%, akhirnya jadi naik 11%, 4 tahun kemudian 12%.",transaksi jual beli pajak pajak tambah nilai ppn tadi tahan lama 10 akhir jadi naik 11 4 tahun kemudian 12,
tapak_soenda99,2025-01-01 11:34:01,Anak ABAH Kena PPN gak bos🙏??? PERINGATAN DARURAT PPN 12% Against Kah???,anak abah kena ppn tidak bos ingat darurat ppn 12 against,
atmanusiabiasa9,2025-01-01 11:34:01,"kain ny aja ppn ny gede bangettttt yg dr china dateng sekotong"" free tax 🤣🤣🤣🤣🤣",kain ny aja ppn ny gede bangettttt dr china dateng kotong free tax,
orpolarbear,2025-01-04 11:29:27,"ya gimana ya, koreksi ppn aja mepet banget di akhir bulan desember. banyak perusahaan yg terlanjur set 12%, eh dikoreksi lagi jadi 11/12, ya gak mungkin kalo pas tgl 1 januari langsung balik 11🗿",bagaimana koreksi ppn aja mepet banget akhir bulan desember banyak usaha lanjur set 12 eh koreksi jadi 11 12 tidak mungkin kalau pas tgl 1 januari langsung balik 11,
aa__jkt89,2025-01-04 11:20:24,indosat min uda minta aja ppn 12% padahal masi desember 2024,indosat min udah minta aja ppn 12 padahal mas desember 2024,
liecinyang,2025-01-04 15:26:28,"PPn Uda naik buktinya sistem pajak Uda dibuat cortex Uda pilih 11/12 persen.
gak naik secara lisan tp sistem pajak Uda naik",ppn udah naik bukti sistem pajak udah buat cortex udah pilih 11 12 persen tidak naik lisan tp sistem pajak udah naik,
wiwindut456,2025-01-04 16:04:21,belanja bulanan struk tulisannya PPN 11% tapi harga barangnya naik hmm,belanja bulan struk tulis ppn 11 harga barang naik hmm,
user2dhrs6rl6j,2025-01-04 12:23:36,"benar terjadi, tadi siang beli soto betawi lewat gofood, ternyata dikenakan ppn 12%. terus mengembalikan lewat apa, emang tahu siapa saja yg beli soto ?🤪🤪🤪",benar jadi tadi siang beli soto betawi lewat gofood nyata kena ppn 12 terus kembali lewat apa emang tahu siapa yang beli soto,
carolinecherlyyyy,2025-01-05 08:48:15,"lagian sistem lama masih bagus knp diganti dengan sistem canggih yg katanya lebih gampang dan efisien. kok pas praktek malah pusink sm sistemnya😭, muter2 gara2 ppn batal naik hadehh",lagi sistem lama bagus knp ganti sistem canggih kata lebih gampang efisien kok pas praktek malah pusink sm sistem muter2 gara2 ppn batal naik hadehh,
ss781754,2025-01-06 05:21:25,semua kena pajak ppn 12 % cabai gula beras sembako semua naik,semua kena pajak ppn 12 cabai gula beras sembako semua naik,
mohammad_reza26,2025-01-04 13:54:35,cba di cek juga di distributor kyknya menaikan ppn jga,cba cek di distributor kyknya naik ppn,
isengeugmo3,2025-01-05 02:48:56,"di kembalikan..
bikin kerjaan, knp ppn yg tidak sesuai pada ranah nya langsung di stop aja. 😌",kembali bikin kerja knp ppn tidak sesuai ranah nya langsung stop aja,
blaxxus,2025-01-04 10:50:42,"aq beli brownis saja kena ppn 12%, dah cukup sekali beli",beli brownis kena ppn 12 deh cukup sekali beli,
udahlahkalaugitu,2025-01-04 12:45:15,"PPN non barang mewah tetap 12%, yg berbeda adalah cara perhitungan DPPnya",ppn non barang mewah tetap 12 beda cara hitung dppnya,
blurrr090,2025-01-04 11:00:42,"Tarif memang berubah 12% agar tidak melanggar undang2, tetapi dpp pakai dpp nilai lain. jadi tetap pajak ppn 11%.
tetapi perhitungan ini sampai kapan????",tarif memang ubah 12 tidak langgar undang2 dpp pakai dpp nilai jadi tetap pajak ppn 11 hitung sampai kapan,
ayolakubeautyshop,2025-01-04 13:37:04,sdh kuduga krna membingungkan padahal kan jg udah ada ya PPNbm,sdh duga krna bingung padahal kan jg udah ya ppnbm,
dede.paramitha,2025-01-05 13:27:40,"@metro_tv baru saja sy beli baju di depstore Matahari, kena ppn 11%.",baru sy beli baju depstore matahari kena ppn 11,
majide8883,2025-01-04 18:09:13,"sengaja di umumin mepet pdhl pengusaha,finance dll udh settle penyesuaian harga. intinya pemerintah seolah berpihak rakyat pdhl ppn 12% jln terus🤣",sengaja umumin mepet pdhl usaha finance lain udah settle sesuai harga inti perintah pihak rakyat pdhl ppn 12 jalan terus,
hendraramdhani30,2025-01-04 10:25:16,PPN 11 persen saja sudah tidak manusiawi !,ppn 11 persen sudah manusiawi,
lawet,2025-01-04 09:03:40,"dimana2 ya udh ada isu 12% nih, para IT perusahaan udh siap mengupgrade sistem nya naikin dri 11% ke 12%, tiba2 nih MALAM TAHUN BARU di tunda kenaikan PPN, emang dikira sejam 2 jam kelar itu nyesuaiin sistemnya lagi :') contoh ni ya top up game yg lgi rame tuh",dimana2 udah isu 12 nih it usaha udah siap mengupgrade sistem nya naikin 11 12 tiba2 nih malam tahun baru tunda naik ppn emang kira jam 2 jam kelar nyesuaiin sistem contoh ni top up game lgi rame tuh,
rrezaditya,2025-01-04 08:34:43,"PPN 12 persen tanggung 50 persen
biar sengsara masyarakat👥👥👥",ppn 12 persen tanggung 50 persen biar sengsara masyarakat,
meidikasaman,2025-01-05 17:53:34,mari rakyat indonesia stop belanja ditoko retail di seluruh indonesia karena ppn 12 % sdh berlaku & sangat membebani konsumen,rakyat indonesia stop belanja toko retail seluruh indonesia ppn 12 sdh laku sangat beban konsumen,
davi_permana,2025-01-04 12:42:14,"😂hayoloh yg ngeyel ppn barang bukan mewah, jadinya siapa",hayoloh ngeyel ppn barang bukan mewah jadi siapa,
nonamea69,2025-01-04 10:14:30,toko ritel aja kena ppn 11%😂😂@Cak Armuji,toko ritel aja kena ppn 11 armuji,
babyportgas,2025-02-23 01:07:08,Gue usul harga diturunin. Gue sadar nurunin harga itu lebih bijak daripada properti dibiarin nganggur. Gue dari 2022 ga pernah naikin harga produk entah itu ada isu resesi ppn 12% dll. Jgn nambahin beban orang dgn harga yg kita pasang kalo kita masih bisa makan 3x sehari,gue usul harga diturunin gue sadar nurunin harga lebih kebijakan properti dibiarin nganggur gue 2022 tidak pernah naikin harga produk entah ada isu resesi ppn 12 lain jgn nambahin beban orang harga pasang kalau kita masih makan 3x hari,
imloffxr,2025-02-22 12:21:25,skrng klo belanja mendi ke toserba njir drpd ke alfa ada ppn nya monyet,sekarang klo belanja mendi toserba njir ke alfa ppn nya monyet,
SyahrulDA2,2025-02-20 12:43:56,@Uki23 Siapa bilang barang konsumsi tidak kena PPN? Pabriknya yg kena PPN lalu harga jual menjadi harga pokok yg disesuaikan dg tambahan PPN. Jadi yg bayar PPN tetap konsumen atau rakyat. Minyak goreng kecap saus bumbu2 kopi teh gula dan produk konsumtif lainnya. Mudheng po ora?,siapa bilang barang konsumsi kena ppn pabrik kena ppn lalu harga jual jadi harga pokok sesuai dg tambah ppn jadi bayar ppn tetap konsumen rakyat minyak goreng kecap saus bumbu2 kopi teh gula produk konsumtif lain mudheng po ora,
PPNternate,2025-02-20 00:30:07,Kunjungan ini bertujuan untuk meninjau fasilitas yang tersedia di PPN Ternate dan melihat peluang investasi usaha bidang perikanan serta pendistribusian produk hasil perikanan di wilayah Provinsi Maluku Utara pada umumnya. https://t.co/0E8oWjWpJh,kunjung tuju tinjau fasilitas sedia ppn ternate lihat peluang investasi usaha bidang ikan distribusi produk hasil ikan wilayah provinsi malu utara umum,
jawapos,2025-02-19 22:52:24,Kebijakan pajak pertambahan nilai ditanggung pemerintah (PPN DTP) sepertinya mengubah kinerja pengembang di Jawa Timur. Pengembang yang biasa meluncurkan proyek hunian kini fokus untuk menjual stok siap huni. Produk tersebut biasanya dipasarkan untuk konsumen generasi muda. PPN https://t.co/EaQ4AagcGm,kebijakan pajak tambah nilai tanggung perintah ppn dtp seperti ubah kerja kembang jawa timur kembang biasa luncur proyek huni kini fokus jual stok siap huni produk sebut biasa pasar konsumen generasi muda ppn,
waannn______,2025-02-17 10:48:10,@AkuntanMilenial @shidqi_zain Jd lu bilang retail bayar PPN itu benar tp bukan serta merta cuma retail yg bayarin PPN konsumennya si konsumen pun bakal bayar PPN bakal bayar juga artinya harga jual produk bakal naik juga dari harga aslinya.,jd lu bilang retail bayar ppn benar tp bukan merta cuma retail bayarin ppn konsumen si konsumen bakal bayar ppn bakal bayar arti harga jual produk bakal naik dari harga asli,
plbkinvestasi,2025-02-16 10:40:06,ada bapak bapak yang bertanya tanya sekarang belanja beginian juga ada PPN nya? Beliau ngga tahu kalau PPN itu sudah ada sejak lama harga yang kita beli sekarang itu dari produk produk sehari hari itu - kecuali sembako spt beras minyak goreng dah itu semuanya kena PPN.,bapak bapak tanya tanya sekarang belanja begini ppn nya beliau tidak tahu kalau ppn sudah ada sejak lama harga kita beli sekarang dari produk produk hari hari kecuali sembako spt beras minyak goreng deh semua kena ppn,
kuterculik,2025-02-12 08:34:36,Barang mewah yang dikenakan PPN 12% akan menghadapi risiko dikenai pajak ganda jika PPnBM juga berlaku. Hal ini akan meningkatkan harga barang secara signifikan yang tak hanya mengurangi konsumsi tetapi juga memengaruhi daya saing produk dalam negeri. https://t.co/eijtwngbWx,barang mewah kena ppn 12 hadap risiko kena pajak ganda ppnbm laku ini tingkat harga barang signifikan tak kurang konsumsi juga pengaruh daya saing produk negeri,
kritxik,2025-02-09 12:18:36,@irwndfrry PPN barang mewah yang naik bikin parno. Undang Raline Shah deh dia sering banget pakai produk lokal di acara besar pasti bisa kasih pandangan menarik.,ppn barang mewah naik bikin parno undang raline shah deh sering banget pakai produk lokal acara besar bisa kasih pandang tarik,
IndiHomeCare,2025-02-07 05:11:48,@huaakiyowo Untuk saat ini PPN atau Pajak Pertambahan Nilai produk dan layanan IndiHome tidak mengalami perubahan namun ada penyesuaian pada tampilan invoice dan faktur pajak mulai 1 Januari 2025. DM-nya udah diterima ya. Mohon tunggu konfirmasi selanjutnya via DM. Makasih -Emmy,saat ppn pajak tambah nilai produk layanan indihome alami ubah ada sesuai tampil invoice faktur pajak mulai 1 januari 2025 dm nya udah terima mohon tunggu konfirmasi lanjut via dm makasih emmy,
opetpasipasip,2025-02-05 14:02:10,Dampak kenaikan PPN 12% Dampak Perekonomian: Peningkatan Penerimaan Negara: Pemerintah menyatakan dari kenaikan tarif PPN untuk barang dan jasa mewah akan meningkatkan penerimaan negara Dorongan Produk Lokal: Kebijakan tarif baru PPN ini juga dinilai akan meningkat,dampak naik ppn 12 dampak ekonomi tingkat terima negara perintah nyata naik tarif ppn barang jasa mewah tingkat terima negara dorong produk lokal kebijakan tarif baru ppn juga nilai tingkat,
HusnaDyah,2025-01-23 14:26:58,@jichangminshine Udah ngetik nama produk ngitung harga per pcs nya.. Belum lagi dikurangi potongan.. Terus dikurangi lagi ppn .. Mumeeettt,udah ngetik nama produk ngitung harga per pcs nya rang potong terus rang lagi ppn mumeeettt,
ciecie_ambis,2025-01-23 08:08:01,@kring_pajak min kalau desember 2024 ada faktur pajak masukan produk dari LN dari sini nah tpi ga muncul di prepopulated min itu di tulis manual aja min dimana min?trs untuk pembayaran ppn nya ebilling nya dipisah atau di gabung dengan pembelian yg lain? kodenya smaa min? https://t.co/9ecgP0912N,min kalau desember 2024 faktur pajak masuk produk ln sini nah tpi tidak muncul prepopulated min di tulis manual aja min min terus bayar ppn nya ebilling nya pisah di gabung beli lain kode smaa min,
xtxaxfxk,2025-01-23 05:29:01,@swara1st @qxntolqu Indon produk kalian lagi sampah dari kami tu bukan produk kami tapi China indon lonte. Negara aja PPN 12% kok ngomel si indon ini.,indon produk kalian sampah tu bukan produk kami tapi china indon lonte negara aja ppn 12 kok ngomel si indon,
halalindonesia_,2025-01-21 07:35:18,Kepala BPJPH bertemu dengan Menteri PPN/Kepala Bappenas pagi tadi bahas soal pengembangan jaminan produk halal kedepan --- Pada kesempatan ini bahkan Menteri PPN/Kepala sebut Halal sebagai bentuk proteksi produk-produk dalam negeri... https://t.co/KA6952sMJ7,kepala bpjph temu menteri ppn kepala bappenas pagi tadi bahas soal kembang jamin produk halal depan sempat bahkan menteri ppn kepala sebut halal bentuk proteksi produk produk negeri,
triindonesia,2025-01-21 00:59:22,@DenmasRohiim @longjourney33 @tanyarlfes @Telkomsel Pagi kak Rohim. Perubahan masa aktif guna meningkatkan kualitas layanan sisi jaringan &amp; produk. Tentunya lebih stabil &amp; penggunaan lebih nyaman. Lalu harga sudah disesuaikan mekanisme penggunaan &amp; tidak berhubungan dengan PPN. Yuk pilih paket yang ada bima+ &amp; *888#. Thanks ^Fey,pagi kak rohim ubah masa aktif tingkat kualitas layanan sisi jaring amp produk tentu lebih stabil amp guna lebih nyaman lalu harga sesuai mekanisme guna amp hubung ppn yuk pilih paket ada bima amp 888 thanks fey,
vaughn92828361,2025-01-20 22:51:36,Apresiasi PPN 12 Persen Yang Tidak Menyasar 20 Produk Pertanian Dan Perikanan https://t.co/q2xIL874ag,apresiasi ppn 12 persen tidak sasar 20 produk tani ikan,
aasikinn27,2025-01-20 09:24:26,@politiknesiacom Fyi belanja di luar negeri beli produk yang tidak ada di produksi di Indonesia. Keliru jika anggap produk indo lebih mahal malahan produk luar negeri itu lebih mahal ada pajak BM ppn 12% pph 10% ppn impor 11% dll bukankah produk impor jd lebih mahal? @airlangga_hrt,informasi belanja luar negeri beli produk tidak produksi di indonesia keliru anggap produk indo lebih mahal malah produk luar negeri lebih mahal pajak bm ppn 12 pajak_penghasilan 10 ppn impor 11 lain bukankah produk impor jd lebih mahal,
finansiologi,2025-01-19 10:45:02,Contoh kasus kopi 80ribu disindir banyak orang tapi sekarang jualan kelas crypto nya kenceng Kasus 2 ex manager adidas di us yg sempet blunder bahas ppn 12% impact ke produk jualan budhal nya Ada yg punya info lebih jauh?,contoh kasus kopi 80ribu sindir banyak orang sekarang jual kelas crypto nya kenceng kasus 2 mantan manager adidas us sempet blunder bahas ppn 12 impact produk jual budhal nya yang punya info lebih jauh,
Varnando0oo0,2025-01-19 05:39:02,Tak perlu khawatir! PPN 12% hanya untuk produk mewah. Barang kebutuhan sehari-hari tetap aman dan terjangkau #PPN #IndonesiaEmas2045 https://t.co/63Lhq2gaO2,tak perlu khawatir ppn 12 untuk produk mewah barang butuh hari hari tetap aman terjangkau,
SanjayKusnaidi,2025-01-19 05:18:54,Tak perlu khawatir! PPN 12% hanya untuk produk mewah. Barang kebutuhan sehari-hari tetap aman dan terjangkau #PPN #IndonesiaEmas2045 https://t.co/PZmrxxMJIe,tak perlu khawatir ppn 12 untuk produk mewah barang butuh hari hari tetap aman terjangkau,
Meme_Pemerintah,2025-01-18 14:02:57,Penyesuaian PPN nggak hanya soal pajak tapi juga peluang besar buat UMKM Indonesia. Dengan penyesuaian yang lebih adil produk lokal bisa lebih bersaing harga jadi lebih kompetitif dan UMKM makin berkembang. #pajak #ppn #pajaknaik #pajak12persen #ppnnaik https://t.co/EqmoJOePj0,sesuai ppn hanya soal pajak juga peluang besar buat umkm indonesia sesuai lebih adil produk lokal lebih saing harga jadi lebih kompetitif umkm makin kembang,
neuvillate,2025-01-18 13:44:40,Penyesuaian PPN nggak hanya soal pajak tapi juga peluang besar buat UMKM Indonesia. Dengan penyesuaian yang lebih adil produk lokal bisa lebih bersaing harga jadi lebih kompetitif dan UMKM makin berkembang. #pajak #ppn #pajaknaik #pajak12persen #ppnnaik https://t.co/DOZuk1LCvi,sesuai ppn hanya soal pajak juga peluang besar buat umkm indonesia sesuai lebih adil produk lokal lebih saing harga jadi lebih kompetitif umkm makin kembang,
ChristiAgui789,2025-01-18 13:44:32,Penyesuaian PPN nggak hanya soal pajak tapi juga peluang besar buat UMKM Indonesia. Dengan penyesuaian yang lebih adil produk lokal bisa lebih bersaing harga jadi lebih kompetitif dan UMKM makin berkembang. #pajak #ppn #pajaknaik #pajak12persen #ppnnaik https://t.co/QRg8LNEWSz,sesuai ppn hanya soal pajak juga peluang besar buat umkm indonesia sesuai lebih adil produk lokal lebih saing harga jadi lebih kompetitif umkm makin kembang,
