created_at,username,full_text,cleaned_text
Sat Jan 04 14:56:11 +0000 2025,artjscsmsr,@xsayhitomi Asyiik dana PPN 12% kena di transaksi produk biasa kini bisa balik tenang Sembako aman #PajakBukanUntukSembako,asyiik dana ppn 12 kena transaksi produk biasa kini balik tenang sembako aman
Sat Jan 04 14:16:36 +0000 2025,starcloust,@Athalia_Lize Solusi keuangan baru! Refund PPN 12% buat transaksi umum bisa bikin senyumanPengembalian dana buat kamu yang sempat bayar PPN 12% buat produk non-mewah tenang Sembako aman #PajakBukanUntukSembako,solusi uang baru refund ppn 12 buat transaksi umum bikin senyumanpengembalian dana buat kamu sempat bayar ppn 12 buat produk non mewah tenang sembako aman
Sat Jan 04 13:59:37 +0000 2025,hyunjinradjiman,@Athalia_Lize Kabar baik buat yang udah bayar PPN 12% untuk produk biasa dana kamu bakal balik nih tenang Sembako aman #PajakBukanUntukSembako,kabar baik buat udah bayar ppn 12 produk biasa dana kamu bakal balik nih tenang sembako aman
Sat Jan 04 13:55:20 +0000 2025,jinx_velvet04,@Athalia_Lize Refund PPN 12% non produk mewah organisir siap mau kena pantau tenang Sembako aman #PajakBukanUntukSembako,refund ppn 12 non produk mewah organisir siap mau kena pantau tenang sembako aman
Sat Jan 04 13:47:51 +0000 2025,drive520y,@Athalia_Lize Temen-temen ada refund buat yang bayar PPN 12% di produk biasa kabar baik kan? tenang Sembako aman #PajakBukanUntukSembako,temen temen refund buat bayar ppn 12 produk biasa kabar baik kan tenang sembako aman
Sat Jan 04 08:06:02 +0000 2025,dinaratnawati,Layanan/produk banyak yang terlanjur pengunakan skema PPN 12% atau Harga jual barangnya sudah naik. https://t.co/F7Io3vDxPG,layanan produk banyak lanjur pengunakan skema ppn 12 harga jual barang naik
Sat Jan 04 07:06:08 +0000 2025,nurcahyonoedy6,@MurtadhaOne1 Percaya atau tidak ppn yang katanya untuk barang mewah nyatanya akan berimbas ke semua sektor termasuk barang remeh. Guys buka mata aja semua sales yg datang sekarang pada bilang harga produk naik ‍️ kan Padahal udh dr thn lalu emang program kabinet ya rasain pilihan mayoritas,percaya tidak ppn kata barang mewah nyata imbas semua sektor masuk barang remeh guys buka mata aja semua sales datang sekarang bilang harga produk naik kan padahal udah dr thn lalu emang program kabinet rasain pilih mayoritas
Sat Jan 04 06:08:19 +0000 2025,KompasData,@MurtadhaOne1 Kalo di swalayan2 ada yang struknya ada tulisan ppn tapi aslinya udah masuk ke harga produk yang ditulis,kalau swalayan2 struknya tulis ppn asli udah masuk harga produk yang tulis
Sat Jan 04 05:48:44 +0000 2025,emgininamakuu,@alvianno_vi @Bintangbego_ ada kekeliruan di antara instansi pemerintah kek ada yg mikir kalo ini PPN cuma berlaku kepada barang mewah tapi ditjen pajak justru ngomong kalo ini berlaku ke semua produk yg sebelumnya dipajak 11 persen oleh pemerintah mau mewah atau engga sama aja pokoknya,keliru antara instansi perintah kek mikir kalau ppn cuma laku barang mewah ditjen pajak justru ngomong kalau laku semua produk yang belum pajak 11 persen perintah mau mewah engga sama aja pokok
Sat Jan 04 04:48:30 +0000 2025,ucup_mgt,Penyesuaian tarif PPN memungkinkan pemerintah untuk memberikan insentif pada sektor-sektor strategis tertentu seperti UMKM atau produk ramah lingkungan #PPN12Persen https://t.co/ouyjZMpc2L,sesuai tarif ppn mungkin perintah beri insentif sektor sektor strategis tentu umkm produk ramah lingkung
Sat Jan 04 04:46:25 +0000 2025,Dandrasalam,Penyesuaian tarif PPN memungkinkan pemerintah untuk memberikan insentif pada sektor-sektor strategis tertentu seperti UMKM atau produk ramah lingkungan #PPN12Persen https://t.co/6ejB4OHMYG,sesuai tarif ppn mungkin perintah beri insentif sektor sektor strategis tentu umkm produk ramah lingkung
Sat Jan 04 04:44:40 +0000 2025,eighxtyone,@Bintangbego_ Bang gini bang PPN 12% yg naik bukan cuman final produk doang ini contohnya air mineral sure but banyak barang yg lain naiknya lebih drastis bahan-bahan dari sebuah produk juga ikutan naik yg dimana pasti harga finalnya juga akan naik mau gk mau. It's more about the principal,bang gin bang ppn 12 naik bukan cuman final produk doang contoh air mineral sure but banyak barang lain naik lebih drastis bahan bahan buah produk ikut naik mana harga final akan naik mau mau it s more about the principal
Sat Jan 04 04:18:42 +0000 2025,abuzar_irsyad,@Dafiet6 @abdee1927 @MurtadhaOne1 Yg harusnya ppn cukup diterapkan sekali pada 1 produk diawal malah ppnnya diterapkan berkali kali dari pabrik-&gt;distributor-&gt;toko-&gt;konsumen,harus ppn cukup terap sekali 1 produk awal malah ppnnya terap kali kali pabrik gt distributor gt toko gt konsumen
Sat Jan 04 02:01:45 +0000 2025,finawln,@el_avraham kena ppn kaga nih wkwkwk trmsuk produk jasa wkwkwkwk,kena ppn kaga nih wkwkwk trmsuk produk jasa wkwkwkwk
Sat Jan 04 01:05:37 +0000 2025,willbeawinner_,@1001carslong @p4piKRiS @MurtadhaOne1 Kalo soal ppn ga naik ya ga mgkn. Tiap 2thn pasti ppn naik kok. Cuma masalahnya ketika ppn naik org2 malah salahin prbwo. Pdhl itu ditaken pas jaman jkw produk akhir jkw . Kan lucu,kalau soal ppn tidak naik tidak mgkn tiap 2thn ppn naik kok cuma masalah ppn naik org2 malah salahin prbwo pdhl ditaken pas jaman jkw produk akhir jkw kan lucu
Sat Jan 04 01:02:42 +0000 2025,alenyappingzone,UU HPP ini kan salah satu produk dari omnibus law ya. Gue inget pernah ada demo tahun 2020 tentang omnibus law. Tapi seinget gue (dan setelah gue cari tau) gaada bahasan/tuntutan pendemo tentang PPN 12%. Whyy? https://t.co/syAbmq09wS,uu hpp kan salah satu produk omnibus law gue inget pernah demo tahun 2020 omnibus law seinget gue telah gue cari tau ada uang bahas tuntut demo ppn 12 whyy
Fri Jan 03 16:39:19 +0000 2025,WantimpresRI,@artjscsmsr @p4piKRiS @MurtadhaOne1 lah salah pemerintah lah kocak penerbitan produk hukum yg bahas ini ppn aje mepet mepet banget pas skli dngn pergantian tahun anjir,lah salah perintah lah kocak terbit produk hukum bahas ppn aje mepet mepet banget pas skli ganti tahun anjir
Fri Jan 03 16:07:21 +0000 2025,cicimociciii,1. Perubahan target sales taun depan yang mengacu PPN 12% 2. Perubahan harga modal sampai dengan HET di toko 3. Pengaplikasian harga di sistem toko Proses semacam ini tuh makan waktu apalagi kalo produk yang dijual itu dah bejibun banget,1 ubah target sales taun depan acu ppn 12 2 ubah harga modal dengan het toko 3 aplikasi harga sistem toko proses macam tuh makan waktu kalau produk jual deh bejibun banget
Fri Jan 03 13:56:34 +0000 2025,hariankompas,@JeblukAkun Pertama hitungannya salah (kurang satu 0-nya). Kedua biasanya harga ke konsumen akhir (di label produk) sdh tercantum PPN. Jd yg ditagih oleh pemerintah adalah penjual bukan pembeli. Ketiga ini knapa pd ribut skrng ttg kenaikan 1% PPN 2021 lalu gak ribut2 gini,pertama hitung salah kurang satu 0 nya dua biasa harga konsumen akhir label produk sdh cantum ppn jd tagih perintah jual bukan beli tiga knapa pd ribut sekarang naik 1 ppn 2021 lalu tidak ribut2 gin
Fri Jan 03 12:55:27 +0000 2025,easypilihaku,@PKSejahtera @syaikhu_ahmad Tadi ada pengusaha yg update katanya tetep ppn 12% langsung tanya ke orang pajaknya.. btw jualan skinker dan produk kesehatan yaa.. miris sih katanya buat barang mewah nyatanya skinker sm produk kesehatan aja kena 12% ini,tadi usaha update kata tetep ppn 12 langsung tanya orang pajak ngomong-ngomong jual skinker produk sehat yaa miris sih kata buat barang mewah nyata skinker sm produk sehat aja kena 12
Fri Jan 03 07:33:50 +0000 2025,karimasoyou,@TriHand44456896 @OscarDarmawan Produk lokal yg sebelah paling kena potong nya cuma di ppn.. indodax menurut saya segala macam nya serba gede mulai dr depo nya jual beli nya sampe ke penarikan nya jg.. maka nya aq kurang respect sich pake indodax,produk lokal belah paling kena potong nya cuma ppn indodax segala macam nya serba gede mulai dr depo nya jual beli nya sampe tari nya jg nya saya kurang respect sich pake indodax
Fri Jan 03 06:55:35 +0000 2025,apotekk24id,Lantas apa saja kategori produk yang batal naik dan barang mewah mana saja yang dipastikan mengalami kenaikan PPN? #Video #AdadiKompas https://t.co/6XdgXqcVna,lantas apa kategori produk batal naik barang mewah mana yang pasti alami naik ppn
Fri Jan 03 06:37:46 +0000 2025,mikrotik_id,Kan udah dibilang pak Prabowo PPN 12% berlaku hanya untuk barang mewah Iya tpi itu cuma omon2 belum ada produk hukum sementara itu DJP rilis keterangan tentang kenaikan tarif PPN 12% pd tanggal 21 Desember 2024 yg dmn itu kontradiktif dgn Hanya berlaku untuk barang mewah https://t.co/k43vF6CDu6,kan udah bilang pak prabowo ppn 12 laku barang mewah iya tpi cuma omon2 ada produk hukum djp rilis terang naik tarif ppn 12 pd tanggal 21 desember 2024 dmn itu kontradiktif hanya laku untuk barang mewah
Fri Jan 03 06:13:17 +0000 2025,citraweb_com,Jadi gada lagi diksi Premium untuk mengakali suatu produk untuk dikenai PPN 12% Yg awalnya mereka menginginkan beras selain bulog dianggap premium akan dikenai PPN 12% Skrg tidak dikenai PPN 12% krn produk hukumnya jelas bahwa sanya PPN 12% hanya berlaku untuk barang mewah,jadi gada diksi premium akal suatu produk kena ppn 12 awal ingin beras bulog anggap premium kena ppn 12 skrg kena ppn 12 krn produk hukum jelas sanya ppn 12 laku barang mewah
Fri Jan 03 06:06:20 +0000 2025,Didi_margo,Tak masalah mereka claim apapun terserah. Yang terpenting adalah PPN 12% berlaku hanya untuk barang mewah terbentuknya produk hukum baru. Bukan sekedar statement lip service &amp; omon-omon yg bisa di akal-akalin tanpa dasar hukum yg jelas.,tak masalah claim apa serah penting ppn 12 laku untuk barang mewah bentuk produk hukum baru bukan dar statement lip service amp omon omon bisa akal akalin dasar hukum jelas
Fri Jan 03 03:55:21 +0000 2025,blank0429,@kring_pajak Pungutan PPh 22 atas penjualan produk farmasi ke distributor = 0.3% x DPP PPN. Mau tanya dengan DPP PPN Non Barang Mewah adalah 11/12 x Harga jual. Maka DPP PPN pungutan PPh 22 ini apakah 11/12 x Harga Jual atau dari Harga Jual ? Tks,pungut pajak_penghasilan 22 atas jual produk farmasi distributor 0 3 x dpp ppn mau tanya dpp ppn non barang mewah 11 12 x harga jual dpp ppn pungut pajak_penghasilan 22 apakah 11 12 x harga jual dari harga jual tks
Fri Jan 03 02:57:16 +0000 2025,detikcom,Hi Pak @prabowo bapak menginstruksikan ppn 12% hanya untuk produk barang mewah.. Tapi kenapa product investasi seperti crypto tetap naik oleh @DitjenPajakRI ???,hi pak bapak instruksi ppn 12 untuk produk barang mewah kenapa product investasi crypto tetap naik
Thu Jan 02 23:15:44 +0000 2025,keymashaa,@AnamFreakintalk @drseptian @ardisatriawan pengusaha yang beli barang mewah kena ppn 12% pengusaha juga gak mau rugi 1% mereka gantikan dengan naikin harga barang yang mereka jual ntah 1% mereka lebur dalam 1 bulan/3 bulan/12 bulan apalagi pegusaha tsb punya usaha distributor produk FMCG atau bahkan pabriknya,usaha beli barang mewah kena ppn 12 usaha tidak mau rugi 1 ganti naikin harga barang jual ntah 1 mereka lebur 1 bulan 3 bulan 12 bulan pegusaha tsb punya usaha distributor produk fmcg bahkan pabrik
Thu Jan 02 19:55:02 +0000 2025,m_kiddy1234,PPN yang stabil meningkatkan daya saing produk lokal. Pro Rakyat! #KebijakanPajakProRakyat,ppn stabil tingkat daya saing produk lokal pro rakyat
Thu Jan 02 17:16:25 +0000 2025,rxaiueo,@tanyakanrl Denger² yang ppn naik 12% tu barang branded doang. Jadi gak semua produk gitu. Iya kah? Belum baca lagi kelanjutan terkait ini,denger ppn naik 12 tu barang branded doang jadi tidak semua produk gitu iya belum baca lanjut kait
Thu Jan 02 16:49:27 +0000 2025,dioristu12,dan gara-gara itu aturan org sap yg megang project gue uncontactable krn lagi set sap + kasih tutorial pas go live nah skrng hrs set ulang lahi belom lagi ppn baru ngaruh ke NSP produk emg tolol banget anj ngentot untung yg diribetin swasta swasta mah cepet adaptasinya,gara gara atur org sap megang project gue uncontactable krn set sap kasih tutorial pas go live nah sekarang hrs set ulang lah bom ppn baru ngaruh nsp produk emg tolol banget anj ngentot untung diribetin swasta swasta mah cepat adaptasi
Thu Jan 02 15:35:13 +0000 2025,P66358clara,kenapa ya setiap cerita sama keluarga itu bahasannya ngalur ngidul gitu yang awalnya bahas ppn tiba tiba bahas produk cina tiba tiba bahas jastip kaya kok bisa banyak banget yang dibahas kayanya sih kalo bisa seisi bumi digibahin ini,ya cerita sama keluarga bahas ngalur ngidul gitu awal bahas ppn tiba tiba bahas produk cina tiba tiba bahas jastip kaya kok banyak banget bahas kayak sih kalau isi bumi digibahin
Thu Jan 02 14:38:10 +0000 2025,jajatplus,Kenaikan tarif PPN jadi 12% dipastikan berlaku untuk produk barang dan jasa mewah saja. Sedangkan untuk produk barang dan jasa pada umumnya tetap menggunakan tarif PPN yang sudah ada sebelumnya. Mari kita mendukung pembayaran pajak karena pajak memberikan manfaat bagi semua! https://t.co/fE2BDXeEdS,naik tarif ppn jadi 12 pasti laku produk barang jasa mewah sedang produk barang jasa umum tetap guna tarif ppn sudah belum kita dukung bayar pajak pajak beri manfaat semua
Thu Jan 02 13:57:11 +0000 2025,infoprodukoke,Capek ah debat sama yang gapercaya ppn naik buat produk digital yang legal :(,capek ah debat sama gapercaya ppn naik buat produk digital legal
Thu Jan 02 11:15:00 +0000 2025,partaimurba,Apa saja kategori produk yang batal naik pajak pendapatannya dan barang mewah mana saja yang dipastikan mengalami kenaikan PPN? #BahasPeristiwa #AdadiKompas https://t.co/Ud3lFq7WHk,apa kategori produk batal naik pajak dapat barang mewah mana yang pasti alami naik ppn
Thu Jan 02 10:59:19 +0000 2025,ThaliaSari99,Gara-gara PPN naik 12% jadi harus mikirin harga jual semua produk. Tiba-tiba naik semuwahhhhh. Kalo tetep pake harga jual yang lama takutnya malah buntung bukan untung.,gara gara ppn naik 12 jadi mikirin harga jual semua produk tiba tiba naik semuwahhhhh kalau tetep pake harga jual lama takut malah buntung bukan untung
Thu Jan 02 10:17:58 +0000 2025,diajery,@terduduki Sesimpel ini loh masih dibikin ribet sama pemikiran mereka sendiri yg ngetik sambil emosi. Padahal udah jelas ada 2 kondisi di twit itu: - List produk belum dipublikasi - PPN 12% batal = aksi boikot otomatis batal,simpel loh bikin ribet sama pikir sendiri ngetik emosi padahal udah jelas 2 kondisi twit list produk publikasi ppn 12 batal aksi boikot otomatis batal
Thu Jan 02 10:03:00 +0000 2025,Celineayuputri,Kenaikan pajak tidak berlaku untuk produk-produk kesehatan di Apotek K-24! Pemerintah memutuskan tetap menjalankan kebijakan penyesuaian tarif pajak pertambahan nilai (PPN) dari 11% menjadi 12% mulai 1 Januari 2025. Namun kenaikan tarif PPN ini hanya berlaku untuk jasa dan https://t.co/Bf209AyfHV,naik pajak laku produk produk sehat apotek 24 perintah putus tetap jalan kebijakan sesuai tarif pajak tambah nilai ppn 11 jadi 12 mulai 1 januari 2025 naik tarif ppn hanya laku jasa
Thu Jan 02 09:56:18 +0000 2025,santo2_primaaa,@ea5632 ??? Aku gak sebut PLN dan belum sebut produk apa yg diboikot. Ditambah PPN gak jadi 12% = gak jadi boikot.,aku tidak sebut pln belum sebut produk apa boikot tambah ppn tidak jadi 12 tidak jadi boikot
Thu Jan 02 09:24:07 +0000 2025,DikaPutraaaaz,[Segmen baru: Bareng Warga Baca Buku #BWBB vol 1] Budaya Masyarakat dan Manusia Indonesia. Oleh Mochtar Lubis Edisi cetakan pertama Maret 1992. Pada halaman 253 Mochtar Lubis mengkritik kenaikan PPN ke 10% tahun 1983 yang berpengaruh ke produk kreativitas intelektual https://t.co/zVP2yg2RGY,segmen baru bareng warga baca buku vol 1 budaya masyarakat manusia indonesia mochtar lubis edisi cetak pertama maret 1992 halaman 253 mochtar lubis kritik naik ppn 10 tahun 1983 pengaruh produk kreativitas intelektual
Thu Jan 02 09:19:05 +0000 2025,rie_sang,PPN TIDAK NAIK! Walau tarif PPN naik jadi 12% nilai PPN yang harus dibayarkan untuk pembelian produk di Citraweb masih sama dengan tahun kemarin. Pembelian perangkat jaringan bisa melalui Website dan Marketplace Toko Citraweb: https://t.co/sOGm371x9d #pajak #ppn #Citraweb https://t.co/cjz4zdX9wT,ppn naik tarif ppn naik jadi 12 nilai ppn harus bayar beli produk citraweb sama tahun kemarin beli perangkat jaring lalu website marketplace toko citraweb
Thu Jan 02 09:18:46 +0000 2025,idalshock,PPN TIDAK NAIK! Walau tarif PPN naik jadi 12% nilai PPN yang harus dibayarkan untuk pembelian produk di Citraweb masih sama dengan tahun kemarin. Pembelian perangkat jaringan bisa melalui Website dan Marketplace Toko Citraweb: https://t.co/q417HsjRQD #pajak #ppn #Citraweb https://t.co/tcU4dK2H9G,ppn naik tarif ppn naik jadi 12 nilai ppn harus bayar beli produk citraweb sama tahun kemarin beli perangkat jaring lalu website marketplace toko citraweb
Thu Jan 02 09:03:39 +0000 2025,ulfahnh_,@unilubis @IDNTimes PPN produk pangan ngak jadi naik tapi kekhawatiran di kenakan PPN mendorong naik harga pangan kalau dah naik susah turun dan cenderung bertahan,ppn produk pangan ngak jadi naik khawatir kena ppn dorong naik harga pangan kalau deh naik susah turun cenderung tahan
Thu Jan 02 08:21:34 +0000 2025,ID_MyRepublic,Coba kita perhatikan sekeliling kita yuk produk apa saja yg naik harganya akibat ppn nambah 1%? Harga sewa domain &amp; hosting sepertinya sdh berubah.. artinya semua yg berbasis internet (misal: e-commerce) mestinya juga sdh kena imbasnya https://t.co/X1IiOIA6zx,coba perhati keliling yuk produk apa naik harga akibat ppn nambah 1 harga sewa domain amp hosting seperti sdh ubah arti semua yang bas internet misal e commerce mesti sdh kena imbas
Thu Jan 02 07:16:39 +0000 2025,Mansyahh69,Kenaikan tarif PPN jadi 12% sudah dipastikan hanya berlaku untuk produk barang dan jasa mewah nih detikers.⁣ ⁣ Lalu barang dan jasa mewah apa saja yang kena PPN 12% menurut Peraturan Menteri Keuangan (PMK) Nomor 131 Tahun 2024 yang sudah ditetapkan Menteri Keuangan Sri https://t.co/YQ1MbWvKeV,naik tarif ppn jadi 12 pasti laku produk barang jasa mewah nih detikers lalu barang jasa mewah apa kena ppn 12 atur menteri uang pmk nomor 131 tahun 2024 yang sudah tetap menteri uang sri
Thu Jan 02 06:45:09 +0000 2025,Bambang03051968,@tanyakanrl Lah kocak harusnya dari kemarin dong kalau mau menyesuaikan ppn,lah kocak harus kemarin dong kalau mau sesuai ppn
